Year,Day,Hour,Minute,Total_IMF,BZ(GSM),Velocity,Proton_density,Proton_temperature,Flow_pressure,Ae_index,SYM_H,days
2003,322,0,0,5.65,-4.11,746.5,1.97,213741.0,2.2,481,-33,322.0
2003,322,0,1,5.66,-3.66,746.5,1.97,213741.0,2.2,461,-33,322.00069444444443
2003,322,0,2,5.78,-4.13,,,,,465,-34,322.00138888888887
2003,322,0,3,5.76,-4.86,739.7,2.01,264161.0,2.2,457,-34,322.00208333333336
2003,322,0,4,5.82,-4.86,738.8,2.09,248356.0,2.28,409,-35,322.0027777777778
2003,322,0,5,5.88,-4.85,748.4,2.11,247568.0,2.36,429,-37,322.00347222222223
2003,322,0,6,5.87,-4.31,750.2,2.11,247450.0,2.38,434,-36,322.00416666666666
2003,322,0,7,5.83,-4.41,,,,,430,-39,322.0048611111111
2003,322,0,8,5.82,-4.88,746.8,1.92,214621.0,2.14,443,-38,322.0055555555556
2003,322,0,9,5.87,-5.15,746.8,1.92,214621.0,2.14,455,-38,322.00625
2003,322,0,10,5.91,-5.11,,,,,475,-37,322.00694444444446
2003,322,0,11,5.87,-4.89,,,,,466,-36,322.0076388888889
2003,322,0,12,5.87,-4.89,,,,,400,-36,322.0083333333333
2003,322,0,13,5.89,-5.07,743.9,1.94,255621.0,2.15,391,-36,322.00902777777776
2003,322,0,14,5.88,-5.16,743.9,1.94,255621.0,2.15,363,-37,322.0097222222222
2003,322,0,15,5.84,-4.87,,,,,306,-38,322.0104166666667
2003,322,0,16,,,,,,,324,-36,322.0111111111111
2003,322,0,17,5.79,-4.59,,,,,402,-35,322.01180555555555
2003,322,0,18,5.8,-4.5,745.7,1.88,237033.0,2.09,441,-34,322.0125
2003,322,0,19,5.81,-4.78,745.7,1.88,237033.0,2.09,429,-33,322.0131944444444
2003,322,0,20,5.81,-4.77,,,,,296,-33,322.0138888888889
2003,322,0,21,5.81,-5.07,,,,,256,-32,322.0145833333333
2003,322,0,22,5.88,-4.49,,,,,321,-33,322.0152777777778
2003,322,0,23,5.88,-4.49,,,,,343,-32,322.0159722222222
2003,322,0,24,5.95,-5.03,741.4,2.18,246039.0,2.4,313,-31,322.01666666666665
2003,322,0,25,5.96,-5.16,741.4,2.18,246039.0,2.4,356,-31,322.0173611111111
2003,322,0,26,5.96,-5.16,,,,,319,-31,322.0180555555556
2003,322,0,27,5.95,-5.27,,,,,259,-31,322.01875
2003,322,0,28,5.95,-5.19,740.1,2.0,220904.0,2.19,354,-31,322.01944444444445
2003,322,0,29,5.96,-5.23,740.1,2.0,220904.0,2.19,237,-31,322.0201388888889
2003,322,0,30,,,,,,,310,-31,322.0208333333333
2003,322,0,31,5.95,-4.56,,,,,414,-30,322.0215277777778
2003,322,0,32,,,,,,,516,-30,322.02222222222224
2003,322,0,33,,,,,,,540,-30,322.0229166666667
2003,322,0,34,5.76,-4.74,,,,,446,-29,322.0236111111111
2003,322,0,35,5.75,-4.08,726.8,1.84,240764.0,1.94,542,-29,322.02430555555554
2003,322,0,36,5.7,-3.3,721.8,1.93,258975.0,2.01,621,-29,322.025
2003,322,0,37,5.71,-3.15,724.8,2.03,254960.0,2.13,600,-29,322.02569444444447
2003,322,0,38,5.69,-3.11,729.6,2.19,243606.0,2.33,586,-28,322.0263888888889
2003,322,0,39,5.65,-3.0,719.8,2.23,249985.0,2.31,472,-28,322.02708333333334
2003,322,0,40,5.65,-2.87,731.8,2.07,260411.0,2.22,512,-28,322.02777777777777
2003,322,0,41,5.55,-2.78,731.8,2.07,260411.0,2.22,482,-28,322.0284722222222
2003,322,0,42,5.49,-2.36,,,,,477,-28,322.02916666666664
2003,322,0,43,5.38,-1.84,723.6,2.11,278474.0,2.21,483,-28,322.0298611111112
2003,322,0,44,5.51,-2.57,723.6,2.11,278269.0,2.21,429,-28,322.0305555555556
2003,322,0,45,5.55,-2.84,717.5,2.12,234551.0,2.18,433,-28,322.03125
2003,322,0,46,5.48,-2.4,714.7,2.19,270780.0,2.24,423,-28,322.03194444444443
2003,322,0,47,5.53,-2.64,715.2,2.18,270121.0,2.23,427,-28,322.03263888888887
2003,322,0,48,5.64,-3.39,729.4,1.98,267032.0,2.11,410,-28,322.03333333333336
2003,322,0,49,5.58,-4.31,716.0,1.82,236971.0,1.87,399,-28,322.0340277777778
2003,322,0,50,5.55,-4.06,,,,,402,-27,322.03472222222223
2003,322,0,51,5.57,-4.4,734.9,2.09,271380.0,2.26,431,-26,322.03541666666666
2003,322,0,52,5.57,-4.41,734.8,2.09,270875.0,2.26,440,-26,322.0361111111111
2003,322,0,53,5.51,-4.07,730.0,1.88,237713.0,2.0,449,-26,322.0368055555556
2003,322,0,54,5.39,-3.62,730.0,1.88,237713.0,2.0,432,-26,322.0375
2003,322,0,55,5.41,-3.4,,,,,434,-26,322.03819444444446
2003,322,0,56,5.53,-1.65,,,,,418,-25,322.0388888888889
2003,322,0,57,5.58,-1.72,713.5,2.16,270588.0,2.2,424,-25,322.0395833333333
2003,322,0,58,5.45,-0.98,713.5,2.16,270588.0,2.2,441,-25,322.04027777777776
2003,322,0,59,5.39,-0.05,,,,,446,-25,322.0409722222222
2003,322,1,0,5.25,0.6,,,,,466,-26,322.0416666666667
2003,322,1,1,5.25,1.38,718.4,2.0,334466.0,2.06,453,-26,322.0423611111111
2003,322,1,2,5.36,2.74,718.7,2.0,333165.0,2.07,402,-27,322.04305555555555
2003,322,1,3,5.47,1.78,726.5,2.09,292393.0,2.21,363,-27,322.04375000000005
2003,322,1,4,5.31,-0.14,712.1,2.11,319944.0,2.14,335,-27,322.0444444444445
2003,322,1,5,5.44,1.44,717.2,2.18,317903.0,2.24,291,-27,322.0451388888889
2003,322,1,6,5.49,2.5,739.8,2.11,270806.0,2.31,272,-27,322.0458333333333
2003,322,1,7,5.45,2.06,724.2,1.96,303061.0,2.06,269,-28,322.0465277777778
2003,322,1,8,5.39,1.95,735.9,2.13,287040.0,2.31,275,-29,322.0472222222222
2003,322,1,9,5.51,2.4,723.4,1.99,305008.0,2.08,303,-29,322.0479166666667
2003,322,1,10,5.45,2.34,723.4,2.09,282793.0,2.19,326,-28,322.04861111111114
