Year,Day,Hour,Minute,Total_IMF,BZ(GSM),Velocity,Proton_density,Proton_temperature,Flow_pressure,Ae_index,SYM_H,days
2001,99,0,0,12.57,4.32,750.5,4.94,226109.0,5.56,80,-42,99.0
2001,99,0,1,12.5,3.83,751.9,5.11,200001.0,5.78,82,-42,99.00069444444443
2001,99,0,2,12.57,3.61,751.9,5.11,200001.0,5.78,86,-42,99.00138888888888
2001,99,0,3,12.56,2.54,750.9,4.82,216191.0,5.44,89,-42,99.00208333333332
2001,99,0,4,12.63,2.37,751.8,4.91,209835.0,5.55,93,-42,99.00277777777778
2001,99,0,5,12.56,2.09,752.5,4.98,204819.0,5.64,97,-43,99.00347222222224
2001,99,0,6,12.56,2.2,751.7,5.0,210912.0,5.65,91,-43,99.00416666666666
2001,99,0,7,12.55,2.61,751.7,5.0,210912.0,5.65,93,-42,99.00486111111113
2001,99,0,8,12.62,4.69,749.9,5.29,214110.0,5.95,106,-43,99.00555555555556
2001,99,0,9,12.54,4.14,749.8,5.29,216280.0,5.95,110,-43,99.00625
2001,99,0,10,12.51,3.91,749.4,5.34,240937.0,6.0,99,-42,99.00694444444444
2001,99,0,11,12.51,3.93,748.6,4.99,219630.0,5.59,97,-42,99.00763888888888
2001,99,0,12,12.55,3.6,748.6,4.99,219630.0,5.59,102,-43,99.00833333333334
2001,99,0,13,12.47,2.47,742.9,5.14,229887.0,5.67,99,-43,99.00902777777776
2001,99,0,14,12.57,2.77,747.2,5.3,228924.0,5.92,95,-43,99.00972222222222
2001,99,0,15,12.63,3.04,748.9,4.99,215342.0,5.6,91,-43,99.01041666666669
2001,99,0,16,12.79,1.91,747.6,5.07,213964.0,5.67,87,-42,99.0111111111111
2001,99,0,17,12.8,2.59,747.3,4.89,202100.0,5.46,92,-42,99.01180555555555
2001,99,0,18,12.84,2.97,748.6,4.68,205337.0,5.25,99,-43,99.0125
2001,99,0,19,12.69,5.24,747.8,4.78,202292.0,5.35,125,-44,99.01319444444444
2001,99,0,20,12.48,5.54,746.8,5.03,192928.0,5.61,120,-45,99.01388888888889
2001,99,0,21,12.56,5.6,748.4,5.19,194643.0,5.81,106,-43,99.01458333333332
2001,99,0,22,12.37,6.82,749.6,5.66,198059.0,6.36,77,-42,99.01527777777778
2001,99,0,23,12.61,6.17,740.9,5.04,199752.0,5.53,90,-41,99.01597222222222
2001,99,0,24,12.66,5.15,748.6,5.15,168396.0,5.77,108,-41,99.01666666666668
2001,99,0,25,12.52,5.07,749.8,5.1,176239.0,5.73,112,-42,99.01736111111111
2001,99,0,26,12.53,4.83,752.2,4.98,195375.0,5.64,116,-42,99.01805555555556
2001,99,0,27,12.53,3.88,749.6,5.23,164521.0,5.88,143,-42,99.01875
2001,99,0,28,12.48,3.4,743.8,5.05,208416.0,5.59,202,-42,99.01944444444445
2001,99,0,29,12.46,3.45,746.3,5.16,210361.0,5.75,249,-41,99.0201388888889
2001,99,0,30,12.44,3.22,742.6,5.16,206939.0,5.69,212,-42,99.02083333333331
2001,99,0,31,12.41,3.0,743.8,5.04,229110.0,5.58,201,-42,99.02152777777778
2001,99,0,32,12.44,3.38,748.5,5.04,188922.0,5.65,180,-43,99.02222222222224
2001,99,0,33,12.38,3.7,752.2,5.04,156675.0,5.7,134,-42,99.02291666666666
2001,99,0,34,12.29,3.75,746.0,5.08,160343.0,5.65,123,-42,99.02361111111112
2001,99,0,35,12.27,3.83,746.0,5.08,160343.0,5.65,124,-42,99.02430555555556
2001,99,0,36,12.49,3.71,747.4,5.14,172464.0,5.74,132,-41,99.025
2001,99,0,37,12.08,3.9,747.4,5.14,172464.0,5.74,147,-41,99.02569444444444
2001,99,0,38,12.14,3.64,739.9,5.59,169716.0,6.12,158,-41,99.02638888888887
2001,99,0,39,12.11,3.8,741.2,5.52,176952.0,6.07,163,-42,99.02708333333334
2001,99,0,40,11.92,3.8,741.3,5.52,177397.0,6.07,156,-42,99.02777777777776
2001,99,0,41,11.83,3.7,737.2,5.88,163144.0,6.39,154,-42,99.02847222222222
2001,99,0,42,11.83,4.44,737.5,5.61,152895.0,6.1,149,-41,99.02916666666668
2001,99,0,43,11.74,4.65,737.7,5.46,147072.0,5.94,139,-42,99.02986111111112
2001,99,0,44,11.57,2.04,733.3,5.83,150533.0,6.27,125,-42,99.03055555555557
2001,99,0,45,11.62,2.3,733.0,5.93,158618.0,6.37,110,-42,99.03125
2001,99,0,46,11.66,2.09,732.8,6.02,165722.0,6.47,123,-41,99.03194444444443
2001,99,0,47,11.87,1.88,733.1,5.82,148128.0,6.26,145,-40,99.03263888888888
2001,99,0,48,11.95,1.74,732.5,5.77,163284.0,6.19,140,-39,99.03333333333332
2001,99,0,49,12.69,4.82,730.7,5.63,206505.0,6.01,127,-39,99.03402777777778
2001,99,0,50,12.67,3.97,732.5,4.59,188355.0,4.93,138,-39,99.03472222222224
2001,99,0,51,12.64,3.26,732.5,4.59,188355.0,4.93,146,-40,99.03541666666666
2001,99,0,52,12.71,3.16,734.8,4.22,189278.0,4.56,161,-41,99.03611111111113
2001,99,0,53,12.61,3.14,732.0,4.35,175173.0,4.66,186,-41,99.03680555555556
2001,99,0,54,12.44,3.29,733.4,4.65,189621.0,5.0,202,-41,99.0375
2001,99,0,55,12.65,2.47,735.2,4.89,203467.0,5.29,211,-41,99.03819444444444
2001,99,0,56,12.66,2.25,737.9,4.33,160884.0,4.72,206,-43,99.03888888888888
2001,99,0,57,12.62,2.51,733.0,4.88,189538.0,5.24,218,-44,99.03958333333334
2001,99,0,58,12.55,2.52,733.1,4.84,189151.0,5.2,245,-45,99.04027777777776
2001,99,0,59,12.17,2.56,733.5,4.71,187861.0,5.07,249,-47,99.04097222222222
2001,99,1,0,12.32,3.28,731.7,5.06,200072.0,5.42,242,-47,99.04166666666669
2001,99,1,1,12.67,2.52,731.7,5.06,200072.0,5.42,241,-48,99.04236111111112
2001,99,1,2,12.64,2.36,736.2,4.74,155605.0,5.14,236,-49,99.04305555555555
2001,99,1,3,12.72,2.6,737.4,4.6,169403.0,5.0,246,-48,99.04375
2001,99,1,4,12.94,2.77,739.8,4.31,198210.0,4.72,235,-48,99.04444444444444
2001,99,1,5,12.88,2.75,736.8,3.99,166841.0,4.33,235,-47,99.0451388888889
2001,99,1,6,12.85,2.63,735.8,4.48,188752.0,4.85,247,-47,99.04583333333332
2001,99,1,7,12.8,2.75,731.9,4.61,174975.0,4.94,240,-47,99.04652777777778
2001,99,1,8,12.94,2.24,729.7,4.77,167653.0,5.08,256,-47,99.04722222222225
